"state_code","category","description","unit","amount"
"VT","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",12779
"VT","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",14.30
"VT","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-8628
"VT","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",11.41
"VT","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-6.19
"VT","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-6058
"VT","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"VT","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"VT","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"VT","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"VT","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"VT","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"VT","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"VT","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"VT","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"VT","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"VT","Nuclear-Consumption","Change 2000-2010","Billion Btu",2554
"VT","Nuclear-Consumption","Change 1970-1980","Billion Btu",32497
"VT","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",13.77
"VT","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",3.47
"VT","Nuclear-Consumption","Change 1990-2000","Billion Btu",9165
"VT","Nuclear-Consumption","Change 2010-2020","Billion Btu",-49986
"VT","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"VT","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-200.00
"VT","Nuclear-Consumption","Change 1980-1990","Billion Btu",5770
"VT","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",10.58
"VT","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",29.51
"VT","Renewable-Consumption","Change 1990-2000","Billion Btu",1905
"VT","Renewable-Consumption","Change 2010-2020","Billion Btu",5032
"VT","Renewable-Consumption","Change 1980-1990","Billion Btu",-3397
"VT","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",8.79
"VT","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",6.12
"VT","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",27.00
"VT","Renewable-Consumption","Change 2000-2010","Billion Btu",13429
"VT","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-10.98
"VT","Renewable-Consumption","Change 1970-1980","Billion Btu",8164
"VT","Renewable-Production","Change 1970-1980","Billion Btu",16329
"VT","Renewable-Production","Percent Change 1970-1980","Billion Btu",27.00
"VT","Renewable-Production","Percent Change 1980-1990","Billion Btu",-10.98
"VT","Renewable-Production","Percent Change 1990-2000","Billion Btu",6.12
"VT","Renewable-Production","Percent Change 2000-2010","Billion Btu",25.59
"VT","Renewable-Production","Change 2010-2020","Billion Btu",10122
"VT","Renewable-Production","Change 2000-2010","Billion Btu",22063
"VT","Renewable-Production","Change 1980-1990","Billion Btu",-6794
"VT","Renewable-Production","Change 1990-2000","Billion Btu",3809
"VT","Renewable-Production","Percent Change 2010-2020","Billion Btu",9.43
"WA","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-2.80
"WA","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",222648
"WA","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",12.75
"WA","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",195001
"WA","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-44251
"WA","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",150359
"WA","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-9.24
"WA","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-157111
"WA","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",13.00
"WA","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",13.67
"WA","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",98.92
"WA","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"WA","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-200.00
"WA","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-66520
"WA","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-2212
"WA","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-14536
"WA","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-1.80
"WA","Fossil Fuel-Production","Change 1970-1980","Billion Btu",82665
"WA","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-13.58
"WA","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"WA","Nuclear-Consumption","Change 1990-2000","Billion Btu",28982
"WA","Nuclear-Consumption","Change 2010-2020","Billion Btu",1849
"WA","Nuclear-Consumption","Change 1970-1980","Billion Btu",-6424
"WA","Nuclear-Consumption","Change 1980-1990","Billion Btu",38493
"WA","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",-17.54
"WA","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",1.26
"WA","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",4.84
"WA","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",53.54
"WA","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",24.13
"WA","Nuclear-Consumption","Change 2000-2010","Billion Btu",6844
"WA","Renewable-Consumption","Change 1980-1990","Billion Btu",53063
"WA","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",3.45
"WA","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",-5.53
"WA","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-6.59
"WA","Renewable-Consumption","Change 1970-1980","Billion Btu",155512
"WA","Renewable-Consumption","Change 2010-2020","Billion Btu",45055
"WA","Renewable-Consumption","Change 2000-2010","Billion Btu",-71593
"WA","Renewable-Consumption","Change 1990-2000","Billion Btu",-93215
"WA","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",3.58
"WA","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",11.52
"WA","Renewable-Production","Change 1980-1990","Billion Btu",104776
"WA","Renewable-Production","Percent Change 1970-1980","Billion Btu",11.52
"WA","Renewable-Production","Percent Change 2010-2020","Billion Btu",3.50
"WA","Renewable-Production","Percent Change 2000-2010","Billion Btu",-6.82
"WA","Renewable-Production","Percent Change 1980-1990","Billion Btu",3.54
"WA","Renewable-Production","Change 2010-2020","Billion Btu",89437
"WA","Renewable-Production","Percent Change 1990-2000","Billion Btu",-6.75
"WA","Renewable-Production","Change 1970-1980","Billion Btu",311024
"WA","Renewable-Production","Change 1990-2000","Billion Btu",-190588
"WA","Renewable-Production","Change 2000-2010","Billion Btu",-174017
"WI","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",1.55
"WI","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-6.31
"WI","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-4.45
"WI","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",27350
"WI","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",312662
"WI","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-48509
"WI","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-2.43
"WI","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",14.97
"WI","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-133239
"WI","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-79017
"WI","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"WI","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"WI","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"WI","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"WI","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"WI","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"WI","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"WI","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"WI","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"WI","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"WI","Nuclear-Consumption","Change 1990-2000","Billion Btu",1266
"WI","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",97.63
"WI","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0.71
"WI","Nuclear-Consumption","Change 1980-1990","Billion Btu",10682
"WI","Nuclear-Consumption","Change 2010-2020","Billion Btu",-36780
"WI","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",9.43
"WI","Nuclear-Consumption","Change 1970-1980","Billion Btu",106386
"WI","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",6.18
"WI","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-21.45
"WI","Nuclear-Consumption","Change 2000-2010","Billion Btu",18753
"WI","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",28.91
"WI","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",7.45
"WI","Renewable-Consumption","Change 1990-2000","Billion Btu",12459
"WI","Renewable-Consumption","Change 1970-1980","Billion Btu",128999
"WI","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",-1.14
"WI","Renewable-Consumption","Change 2000-2010","Billion Btu",70570
"WI","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",59.59
"WI","Renewable-Consumption","Change 2010-2020","Billion Btu",-3151
"WI","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-42.70
"WI","Renewable-Consumption","Change 1980-1990","Billion Btu",-84068
"WI","Renewable-Production","Change 1980-1990","Billion Btu",-169495
"WI","Renewable-Production","Change 2000-2010","Billion Btu",114405
"WI","Renewable-Production","Change 1990-2000","Billion Btu",20946
"WI","Renewable-Production","Percent Change 1980-1990","Billion Btu",-43.19
"WI","Renewable-Production","Percent Change 2010-2020","Billion Btu",-1.00
"WI","Renewable-Production","Percent Change 1990-2000","Billion Btu",6.37
"WI","Renewable-Production","Change 2010-2020","Billion Btu",-5064
"WI","Renewable-Production","Change 1970-1980","Billion Btu",257998
"WI","Renewable-Production","Percent Change 1970-1980","Billion Btu",59.59
"WI","Renewable-Production","Percent Change 2000-2010","Billion Btu",25.23
"WV","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-12.00
"WV","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",132085
"WV","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-12885
"WV","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-9.11
"WV","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-188720
"WV","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",15.86
"WV","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",6.78
"WV","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",269660
"WV","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-0.71
"WV","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-168111
"WV","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-666840
"WV","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-12.42
"WV","Fossil Fuel-Production","Change 1980-1990","Billion Btu",1336902
"WV","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-544669
"WV","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-10.98
"WV","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",22.19
"WV","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-42.43
"WV","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-1499975
"WV","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-7.02
"WV","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-438824
"WV","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"WV","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"WV","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"WV","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"WV","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"WV","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"WV","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"WV","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"WV","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"WV","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"WV","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",6.67
"WV","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",57.14
"WV","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-16.24
"WV","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-4.15
"WV","Renewable-Consumption","Change 1970-1980","Billion Btu",2269
"WV","Renewable-Consumption","Change 1990-2000","Billion Btu",-1106
"WV","Renewable-Consumption","Change 1980-1990","Billion Btu",-4909
"WV","Renewable-Consumption","Change 2010-2020","Billion Btu",-4167
"WV","Renewable-Consumption","Change 2000-2010","Billion Btu",34812
"WV","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",-5.62
"WV","Renewable-Production","Percent Change 1980-1990","Billion Btu",-16.24
"WV","Renewable-Production","Percent Change 2010-2020","Billion Btu",-7.04
"WV","Renewable-Production","Change 1990-2000","Billion Btu",-2266
"WV","Renewable-Production","Change 1980-1990","Billion Btu",-9818
"WV","Renewable-Production","Percent Change 1990-2000","Billion Btu",-4.25
"WV","Renewable-Production","Change 1970-1980","Billion Btu",4538
"WV","Renewable-Production","Percent Change 2000-2010","Billion Btu",52.31
"WV","Renewable-Production","Percent Change 1970-1980","Billion Btu",6.67
"WV","Renewable-Production","Change 2000-2010","Billion Btu",57198
"WV","Renewable-Production","Change 2010-2020","Billion Btu",-9075
"WY","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",6.72
"WY","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",73933
"WY","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",4.05
"WY","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-9.88
"WY","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",47967
"WY","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",235927
"WY","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",36.08
"WY","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",169289
"WY","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",17.99
"WY","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-108709
"WY","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-3641231
"WY","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",15.56
"WY","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",27.44
"WY","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",30.06
"WY","Fossil Fuel-Production","Change 1980-1990","Billion Btu",1374053
"WY","Fossil Fuel-Production","Change 1990-2000","Billion Btu",2447645
"WY","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",46.34
"WY","Fossil Fuel-Production","Change 1970-1980","Billion Btu",1367290
"WY","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-43.79
"WY","Fossil Fuel-Production","Change 2000-2010","Billion Btu",1726356
"WY","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"WY","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"WY","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"WY","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"WY","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"WY","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"WY","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"WY","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"WY","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"WY","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"WY","Renewable-Consumption","Change 2000-2010","Billion Btu",30944
"WY","Renewable-Consumption","Change 1970-1980","Billion Btu",2121
"WY","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",24.61
"WY","Renewable-Consumption","Change 1980-1990","Billion Btu",-4721
"WY","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",57.88
"WY","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",10.44
"WY","Renewable-Consumption","Change 2010-2020","Billion Btu",22497
"WY","Renewable-Consumption","Change 1990-2000","Billion Btu",5482
"WY","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",27.72
"WY","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-28.35
"WY","Renewable-Production","Change 1970-1980","Billion Btu",4243
"WY","Renewable-Production","Percent Change 2000-2010","Billion Btu",56.43
"WY","Renewable-Production","Change 1980-1990","Billion Btu",-9598
"WY","Renewable-Production","Percent Change 2010-2020","Billion Btu",23.69
